userId,movieId,rating,timestamp
23,17,4.0,964987110
23,23,5.0,964987400
23,30,1.0,964981580
24,6,2.0,964985158
24,36,2.0,964987015
24,24,5.0,964983116
24,44,3.0,964984903
24,9,3.0,964985459
24,44,3.0,964983884
24,18,1.0,964984218
24,40,2.0,964986833
24,25,4.0,964986271
24,46,3.0,964984024
24,27,1.0,964981923
24,9,3.0,964983310
24,23,1.0,964987300
24,48,3.0,964985171
24,37,4.0,964984240
24,4,1.0,964984943
25,21,5.0,964985339
25,9,3.0,964983599
25,48,5.0,964985940
25,45,3.0,964982516
25,24,2.0,964986400
25,7,5.0,964981235
25,23,3.0,964981894
25,43,3.0,964983773
25,20,2.0,964985876
25,36,1.0,964986129
25,8,3.0,964983893
25,19,4.0,964987999
25,10,4.0,964983651
26,22,5.0,964985608
26,36,2.0,964985883
26,45,4.0,964982527
26,5,4.0,964983334
26,17,2.0,964984048
26,35,4.0,964982371
26,19,3.0,964981622
26,15,4.0,964984556
27,46,4.0,964987703
27,28,4.0,964987261
27,23,1.0,964985047
27,7,5.0,964982185
27,9,4.0,964985122
27,25,2.0,964982481
27,23,3.0,964985961
27,10,3.0,964986057
27,21,3.0,964981652
27,32,5.0,964982114
27,14,2.0,964984504
27,45,2.0,964987193
28,33,4.0,964987112
28,28,3.0,964984852
28,33,3.0,964986522
28,47,2.0,964984151
28,16,2.0,964986347
28,43,4.0,964986487
28,11,2.0,964986753
28,2,1.0,964985424
28,19,2.0,964984875
28,15,1.0,964981585
28,36,1.0,964984832
29,15,3.0,964986460
29,4,2.0,964984664
29,23,3.0,964985369
29,14,2.0,964984356
29,7,4.0,964986127
29,37,5.0,964987663
29,29,2.0,964982860
29,18,2.0,964987675
29,9,2.0,964985031
29,20,3.0,964985724
29,30,5.0,964986745
30,21,4.0,964983512
30,14,2.0,964983039
30,14,4.0,964981309
30,50,1.0,964987688
30,12,1.0,964987366
30,50,2.0,964986356
30,27,4.0,964981667
30,3,1.0,964983336
31,49,3.0,964982891
31,11,5.0,964981860
31,38,2.0,964982246
31,27,3.0,964986012
31,11,5.0,964982870
31,27,3.0,964984986
31,27,3.0,964985359
31,17,4.0,964987297
32,47,3.0,964984567
32,31,3.0,964985445
32,10,1.0,964983662
32,4,5.0,964986926
32,10,2.0,964986496
32,32,4.0,964985820
33,46,3.0,964987373
33,18,1.0,964983627
33,7,1.0,964981434
33,32,5.0,964987894
33,14,1.0,964985388
34,20,4.0,964985421
34,49,3.0,964983924
34,9,5.0,964984672
34,29,1.0,964986275
34,49,5.0,964985653
34,29,4.0,964986918
34,26,5.0,964987894
34,48,1.0,964987876
34,28,2.0,964981087
34,26,2.0,964983403
34,28,5.0,964986621
34,21,5.0,964984470
34,50,5.0,964981872
34,21,5.0,964984763
34,35,4.0,964984013
35,42,5.0,964981872
35,2,5.0,964984427
35,42,3.0,964984554
35,42,2.0,964981551
35,27,1.0,964983674
35,47,3.0,964985429
35,43,3.0,964986102
35,3,4.0,964981516
35,38,2.0,964985489
35,24,1.0,964985569
35,10,2.0,964987602
35,6,4.0,964985742
35,26,3.0,964985744
35,47,1.0,964986052
35,1,2.0,964983133
35,40,5.0,964986755
35,49,2.0,964985127
35,6,1.0,964985262
35,34,5.0,964984893
36,30,5.0,964982395
36,19,1.0,964983254
36,49,2.0,964984815
36,32,2.0,964987639
36,13,1.0,964983565
36,28,4.0,964987274
36,11,2.0,964981257
36,30,3.0,964982799
36,33,2.0,964985470
36,37,4.0,964983190
36,43,4.0,964983800
36,12,2.0,964986853
36,19,3.0,964981205
36,1,3.0,964983818
36,36,5.0,964982110
36,20,5.0,964985209
37,29,4.0,964987790
37,34,4.0,964986687
37,19,5.0,964985649
37,37,5.0,964983755
37,45,1.0,964982679
37,23,4.0,964984255
37,22,2.0,964986785
37,1,4.0,964982549
37,34,1.0,964981882
37,36,5.0,964986475
38,40,3.0,964982904
38,13,3.0,964986646
38,3,5.0,964984572
38,27,1.0,964986422
38,49,3.0,964981673
38,4,3.0,964984235
38,49,4.0,964982043
38,13,5.0,964985442
39,48,3.0,964987380
39,44,3.0,964982448
39,13,2.0,964981385
39,44,1.0,964983789
39,10,3.0,964983894
39,26,1.0,964986802
39,3,5.0,964981757
39,18,5.0,964983151
39,46,1.0,964982560
39,42,4.0,964985748
39,21,5.0,964985874
39,24,2.0,964983514
39,38,3.0,964982791
39,37,4.0,964981368
39,36,3.0,964982067
39,11,2.0,964987271
39,19,4.0,964982398
40,30,5.0,964985132
40,31,1.0,964981391
40,5,5.0,964984998
40,14,2.0,964986324
40,26,1.0,964981368
40,30,5.0,964981420
40,17,4.0,964986939
40,41,5.0,964984942
40,35,3.0,964984080
40,32,5.0,964986142
41,16,3.0,964987695
41,14,5.0,964983702
41,37,1.0,964982789
41,37,3.0,964984892
41,17,4.0,964981818
41,33,1.0,964986260
41,39,3.0,964987892
41,11,5.0,964985029
41,35,4.0,964986092
41,8,1.0,964982160
41,24,3.0,964983208
41,27,4.0,964986653
41,9,3.0,964986916
41,2,1.0,964982722
42,42,2.0,964987672
42,8,1.0,964986685
42,30,5.0,964984006
42,31,2.0,964985809
42,25,4.0,964984035
42,28,3.0,964982803
43,10,2.0,964984914
43,16,3.0,964987647
43,2,5.0,964986116
43,40,1.0,964984852
43,29,5.0,964983733
44,25,1.0,964987654
44,10,1.0,964982292
44,42,2.0,964984250
44,17,4.0,964984233
44,37,5.0,964986998
44,46,2.0,964985699
44,17,1.0,964987966
44,31,3.0,964983333
44,20,4.0,964986524
44,3,2.0,964983333
44,21,4.0,964987116
45,25,1.0,964983158
45,21,2.0,964986564
45,14,5.0,964987472
45,41,2.0,964983827
45,17,2.0,964987558
45,24,2.0,964985669
45,14,4.0,964982946
45,3,1.0,964985460
45,46,5.0,964984223
45,39,4.0,964983572
45,29,1.0,964986571
45,32,1.0,964982687
46,39,5.0,964984932
46,2,3.0,964982793
46,25,1.0,964985807
46,27,2.0,964987857
46,7,4.0,964982793
46,8,3.0,964982259
46,36,4.0,964983372
46,18,1.0,964985873
46,6,5.0,964982218
46,14,4.0,964981769
46,12,1.0,964984395
46,15,2.0,964984844
46,17,4.0,964985055
47,39,1.0,964982586
47,32,1.0,964981959
47,13,5.0,964986472
47,17,5.0,964987020
47,41,5.0,964983915
47,41,2.0,964985426
47,35,2.0,964982898
47,46,4.0,964982719
47,44,1.0,964985144
47,45,3.0,964987610
47,27,5.0,964987922
47,32,3.0,964987903
48,16,3.0,964981973
48,46,3.0,964985995
48,28,2.0,964982758
48,29,4.0,964982346
48,7,5.0,964981621
48,47,1.0,964982166
48,19,3.0,964987095
48,14,5.0,964987749
48,39,2.0,964984599
48,49,2.0,964983746
48,31,5.0,964981475
48,35,2.0,964985607
48,12,3.0,964985088
48,4,2.0,964986850
49,1,1.0,964981612
49,20,4.0,964982642
49,23,1.0,964986663
49,36,2.0,964986725
49,33,5.0,964984176
49,31,4.0,964983020
49,11,4.0,964985143
49,38,1.0,964986158
49,45,4.0,964983518
49,15,1.0,964986950
49,18,2.0,964981568
49,45,3.0,964983049
49,3,3.0,964987461
49,50,5.0,964981183
50,24,1.0,964981849
50,28,1.0,964984269
50,35,1.0,964982063
50,49,4.0,964982077
50,27,1.0,964984321
50,14,2.0,964985142
50,35,3.0,964987955
50,35,5.0,964984905
50,42,4.0,964982981
50,5,4.0,964984646
51,2,2.0,964981481
51,28,4.0,964987341
51,29,4.0,964982159
51,4,3.0,964983566
51,34,1.0,964986393
51,12,2.0,964984308
51,22,3.0,964987450
51,42,3.0,964986977
51,7,5.0,964982961
51,1,4.0,964981083
51,35,5.0,964982049
51,42,4.0,964981586
51,15,1.0,964983628
52,22,3.0,964986067
52,42,1.0,964982876
52,13,1.0,964983084
52,1,4.0,964987963
52,15,4.0,964984363
52,3,5.0,964983471
52,33,3.0,964981399
52,13,4.0,964986458
52,35,5.0,964984137
52,19,3.0,964983862
52,17,5.0,964981468
52,6,4.0,964981187
52,14,2.0,964985641
52,6,3.0,964981901
53,27,5.0,964987981
53,20,3.0,964987827
53,26,4.0,964984938
53,8,5.0,964984021
53,35,3.0,964986370
53,41,4.0,964984315
53,14,4.0,964986780
54,36,2.0,964985992
54,7,4.0,964984311
54,25,2.0,964986891
54,44,1.0,964987021
54,22,1.0,964986346
54,15,4.0,964982079
54,26,1.0,964986786
54,10,4.0,964981491
54,3,2.0,964984269
54,14,4.0,964986419
54,17,5.0,964985387
54,10,5.0,964981321
55,48,1.0,964987351
55,31,1.0,964987438
55,15,3.0,964987862
55,32,4.0,964985008
55,26,3.0,964981832
55,39,1.0,964984031
56,43,3.0,964985896
56,48,5.0,964986426
56,50,3.0,964987229
56,30,5.0,964981472
56,18,1.0,964985392
56,2,4.0,964987766
57,5,4.0,964985141
57,34,5.0,964987810
57,14,1.0,964987895
58,41,4.0,964981059
58,37,1.0,964985495
58,3,1.0,964987969
58,27,5.0,964986132
58,40,2.0,964981915
58,21,1.0,964982986
58,46,5.0,964983186
58,47,3.0,964985089
59,1,1.0,964984019
59,10,5.0,964986670
60,43,4.0,964981576
60,10,1.0,964987259
60,25,1.0,964983614
60,20,3.0,964985257
60,19,2.0,964987179
60,34,4.0,964986040
60,21,5.0,964987887
60,11,4.0,964984030
60,44,3.0,964986422
61,29,1.0,964982333
61,11,1.0,964982351
61,23,3.0,964985741
61,19,2.0,964984070
61,4,5.0,964984912
61,16,4.0,964981284
61,34,3.0,964984638
61,44,5.0,964987452
61,15,5.0,964987852
61,1,3.0,964984921
61,14,4.0,964984752
61,10,5.0,964982972
62,2,3.0,964984500
62,26,3.0,964982790
62,19,3.0,964984409
62,17,5.0,964987409
63,7,4.0,964982123
63,46,2.0,964983998
63,35,5.0,964983910
63,22,5.0,964986113
63,32,4.0,964983931
63,3,4.0,964983652
63,38,4.0,964983075
63,15,2.0,964986353
63,26,5.0,964982110
63,38,3.0,964986944
63,46,4.0,964984595
64,48,5.0,964982204
64,11,5.0,964987547
64,36,3.0,964986413
64,4,4.0,964986386
64,27,4.0,964982400
64,34,4.0,964985293
64,2,5.0,964987652
64,31,4.0,964981322
64,18,2.0,964981109
64,36,1.0,964981419
64,26,1.0,964985772
65,35,3.0,964987721
65,25,4.0,964987985
65,8,5.0,964985478
65,3,5.0,964981488
65,3,4.0,964981879
65,15,3.0,964981923
65,29,4.0,964982475
65,35,5.0,964982440
65,1,1.0,964984136
66,37,4.0,964981981
66,35,4.0,964985494
66,25,3.0,964982411
66,41,3.0,964986428
66,29,5.0,964987746
66,12,1.0,964985060
66,10,3.0,964982942
66,49,1.0,964985241
66,8,4.0,964983271
67,30,2.0,964985755
67,29,5.0,964981414
67,21,3.0,964986712
67,8,1.0,964985778
67,22,5.0,964981556
67,35,3.0,964981147
67,32,5.0,964984927
67,23,2.0,964987741
67,8,4.0,964987070
67,1,3.0,964983967
68,12,5.0,964986369
68,43,3.0,964986448
68,25,2.0,964982734
68,24,4.0,964984579
68,5,2.0,964986520
68,13,5.0,964983626
68,50,5.0,964984342
68,11,5.0,964985905
68,17,4.0,964981122
68,48,4.0,964986157
68,39,1.0,964984801
68,25,3.0,964982044
68,8,2.0,964986561
68,28,3.0,964983329
68,4,1.0,964981084
69,35,3.0,964984025
69,36,3.0,964987046
69,45,3.0,964981382
69,40,4.0,964982130
69,9,4.0,964984394
69,2,5.0,964982073
69,35,4.0,964984332
70,30,3.0,964986999
70,49,4.0,964987769
70,31,1.0,964983157
70,6,4.0,964984777
70,9,5.0,964981130
70,44,4.0,964986634
70,45,1.0,964983534
70,29,2.0,964982855
70,11,2.0,964985830
71,10,1.0,964982632
71,45,3.0,964984676
71,46,1.0,964984102
71,40,3.0,964982244
71,26,3.0,964985683
71,38,5.0,964984259
71,39,5.0,964987933
71,6,4.0,964985018
71,1,4.0,964982474
71,26,4.0,964982064
71,14,2.0,964981748
71,14,4.0,964982631
72,17,2.0,964987554
72,18,5.0,964987931
72,30,4.0,964984275
72,42,1.0,964985865
72,49,1.0,964983101
72,1,3.0,964987181
72,25,1.0,964982643
72,3,1.0,964986121
72,2,4.0,964986063
72,12,1.0,964985757
72,1,2.0,964987433
72,19,4.0,964983256
73,18,4.0,964987286
73,26,4.0,964984073
73,5,3.0,964982164
73,42,3.0,964986136
73,15,3.0,964985846
73,43,1.0,964985065
73,10,1.0,964984502
73,7,5.0,964981686
73,43,3.0,964983226
73,31,2.0,964986347
74,22,2.0,964984468
74,35,3.0,964987963
74,33,3.0,964982158
74,40,5.0,964987808
74,34,5.0,964984885
74,18,3.0,964985062
74,38,1.0,964982270
74,39,2.0,964984559
74,43,5.0,964981096
74,26,3.0,964983230
74,7,1.0,964987734
74,16,4.0,964987871
74,5,1.0,964982296
75,22,3.0,964983422
75,28,2.0,964985829
75,28,2.0,964986925
75,44,4.0,964986249
75,4,5.0,964986420
75,17,4.0,964984929
75,13,3.0,964986262
75,37,1.0,964983222
75,36,5.0,964982013
75,30,3.0,964981321
75,13,1.0,964983971
75,41,3.0,964986903
75,36,4.0,964987237
75,22,3.0,964981880
76,13,4.0,964986811
76,39,5.0,964981157
76,13,5.0,964982683
76,20,4.0,964982398
76,11,3.0,964984378
76,25,1.0,964987077
76,11,5.0,964986611
76,33,2.0,964981427
76,47,4.0,964984649
76,14,5.0,964985361
77,16,3.0,964982641
77,5,1.0,964986663
77,39,4.0,964986385
77,20,4.0,964985726
77,43,5.0,964982604
77,37,2.0,964985953
77,40,3.0,964985812
77,17,5.0,964983723
77,4,4.0,964981543
77,25,1.0,964982734
77,16,1.0,964986855
77,11,3.0,964981055
77,12,5.0,964986813
78,20,2.0,964981635
78,37,4.0,964984009
78,10,1.0,964981673
78,26,5.0,964986125
78,39,3.0,964983068
78,4,2.0,964987606
78,21,5.0,964987569
78,1,1.0,964986406
78,46,3.0,964985168
78,7,1.0,964987408
78,15,4.0,964982929
78,32,2.0,964984769
78,4,2.0,964982363
79,48,4.0,964984307
79,43,1.0,964985106
79,2,1.0,964984638
79,31,4.0,964987860
79,33,3.0,964987380
80,11,3.0,964981459
80,40,1.0,964982084
80,50,5.0,964985618
80,20,1.0,964982196
80,24,2.0,964982344
80,30,2.0,964986758
80,32,1.0,964982001
80,31,3.0,964984522
80,1,3.0,964986560
81,17,5.0,964987569
81,26,5.0,964985924
81,29,4.0,964987919
81,35,1.0,964983144
81,49,5.0,964982550
81,35,2.0,964983190
81,42,5.0,964983918
81,34,1.0,964982981
81,9,2.0,964985464
81,35,1.0,964983370
82,21,3.0,964981537
82,23,4.0,964986747
82,46,3.0,964986797
82,48,4.0,964981067
82,21,2.0,964983362
82,3,5.0,964986583
82,19,4.0,964987010
82,16,3.0,964987002
82,7,1.0,964987884
82,20,3.0,964984913
82,2,2.0,964984887
82,31,5.0,964987268
83,44,5.0,964986302
83,7,5.0,964986070
83,45,1.0,964983374
83,45,5.0,964987454
83,15,4.0,964987187
83,18,4.0,964983016
83,13,3.0,964981299
83,30,2.0,964982188
83,33,3.0,964986411
83,38,5.0,964986902
83,36,5.0,964982670
84,12,5.0,964981043
84,49,5.0,964985717
84,16,2.0,964981737
84,19,1.0,964983248
84,2,2.0,964983796
84,45,5.0,964985831
84,29,4.0,964986086
84,36,4.0,964984485
84,14,5.0,964984317
85,2,5.0,964982687
85,48,1.0,964981979
85,20,4.0,964984178
85,47,4.0,964987856
85,12,5.0,964986098
85,11,3.0,964983656
86,1,5.0,964982874
86,31,3.0,964981155
86,5,1.0,964984418
86,19,4.0,964981166
86,26,3.0,964984114
86,5,3.0,964987706
86,42,2.0,964982727
86,44,1.0,964982573
86,6,1.0,964985933
86,48,2.0,964987233
86,24,4.0,964986487
86,17,3.0,964985549
86,29,3.0,964981191
87,13,2.0,964984332
87,37,1.0,964983173
87,27,5.0,964983818
87,23,3.0,964981410
87,5,5.0,964987580
87,46,5.0,964984024
87,37,2.0,964987491
87,39,1.0,964984388
87,29,5.0,964984573
87,18,5.0,964984565
87,17,1.0,964985154
88,32,4.0,964983143
88,14,2.0,964984110
88,7,1.0,964983478
88,44,3.0,964987263
88,26,1.0,964983456
89,14,1.0,964983712
89,12,1.0,964987758
89,5,5.0,964981589
89,16,4.0,964983397
89,11,5.0,964986635
89,38,3.0,964984402
89,40,5.0,964985126
89,10,2.0,964982647
89,34,3.0,964985358
89,27,4.0,964983161
89,36,4.0,964984145
89,28,5.0,964987387
90,38,1.0,964986570
90,21,4.0,964982470
90,17,3.0,964986707
90,6,1.0,964986110
90,26,2.0,964986024
90,49,2.0,964987796
90,13,4.0,964982678
90,43,3.0,964982994
90,12,3.0,964982931
90,10,2.0,964987000
91,22,1.0,964984219
91,46,2.0,964984300
91,28,3.0,964986308
91,39,3.0,964987668
91,23,1.0,964982585
91,5,1.0,964983199
92,29,1.0,964986515
92,49,5.0,964983258
92,50,1.0,964984098
92,23,4.0,964987805
92,2,2.0,964986373
92,28,1.0,964986844
92,40,4.0,964984275
92,9,2.0,964987455
92,25,5.0,964982213
92,36,3.0,964983624
93,32,4.0,964986535
93,47,3.0,964986752
93,30,1.0,964983171
93,37,4.0,964987343
93,45,3.0,964984977
93,38,3.0,964987221
93,40,2.0,964981264
93,3,3.0,964982888
93,38,2.0,964984248
94,30,4.0,964982560
94,15,2.0,964984373
94,4,4.0,964983821
94,32,4.0,964981985
94,17,3.0,964983315
94,11,5.0,964985909
94,2,3.0,964986659
94,50,2.0,964985766
94,41,2.0,964983150
94,7,3.0,964987325
94,24,5.0,964982639
94,22,1.0,964986524
95,29,3.0,964986897
95,50,1.0,964984113
95,40,1.0,964987707
95,49,2.0,964982793
95,27,3.0,964987807
95,17,2.0,964983069
95,14,3.0,964987088
95,47,1.0,964987026
95,39,2.0,964986864
96,40,1.0,964981569
96,25,3.0,964983651
96,16,1.0,964982656
96,46,1.0,964984401
96,18,1.0,964982788
96,14,1.0,964981556
96,15,2.0,964985365
97,39,3.0,964986528
97,11,5.0,964981654
97,29,1.0,964982813
97,45,1.0,964984693
97,46,5.0,964984299
97,17,4.0,964987744
97,43,4.0,964982545
97,37,3.0,964983967
97,27,3.0,964986723
97,37,3.0,964982492
97,17,5.0,964981060
97,46,2.0,964983067
97,26,1.0,964986404
98,3,2.0,964981834
98,21,3.0,964986382
98,32,1.0,964985297
98,23,3.0,964984088
98,21,2.0,964984665
98,46,4.0,964983979
99,35,3.0,964983291
99,18,5.0,964982599
99,35,4.0,964986680
99,29,5.0,964983730
99,8,2.0,964987229
99,40,2.0,964985585
99,46,5.0,964987602
100,40,2.0,964987879
100,46,1.0,964983085
100,41,5.0,964982941
100,11,3.0,964985838
100,6,4.0,964982235
100,2,5.0,964985218
100,38,4.0,964985247
100,23,2.0,964985558
